代碼,學校名稱,地址,電話,座標地址
091X32,財團法人天主教會嘉義教區附設雲林縣私立聖心幼兒園,[632]雲林縣虎尾鎮新興里16鄰新生路139號,(05)6322963,雲林縣虎尾鎮新生路139號
091X33,財團法人虎尾基督教浸信宣道會附設雲林縣私立博愛幼兒園,[632]雲林縣虎尾鎮中山里17鄰林森路一段517號,(05)6322950,雲林縣虎尾鎮林森路一段517號
091X35,雲林縣私立立人幼兒園,[632]雲林縣虎尾鎮立仁里4鄰北平路243巷22號,(05)6334834#12,雲林縣虎尾鎮北平路243巷22號
091X37,雲林縣私立姿善幼兒園,[632]雲林縣虎尾鎮西安里9鄰中正路395巷5弄2號,(05)6338697,雲林縣虎尾鎮中正路395巷5弄2號
091X38,雲林縣私立宏慈幼兒園,[632]雲林縣虎尾鎮東仁里12鄰三民路79號,(05)6325285,雲林縣虎尾鎮三民路79號
091X39,雲林縣私立三民幼兒園,[632]雲林縣虎尾鎮東仁里17鄰正義路17號,(05)6334103,雲林縣虎尾鎮正義路17號
091X40,雲林縣私立育華幼兒園,[632]雲林縣虎尾鎮惠來里16鄰178號、178-1號,(05)6223686,雲林縣虎尾鎮178號
091X50,雲林縣私立青園幼兒園,[633]雲林縣土庫鎮南平里15鄰馬光路21巷16號,(05)6650377,雲林縣土庫鎮馬光路21巷16號
091X52,雲林縣私立育昇幼兒園,[635]雲林縣東勢鄉東北村17鄰東勢東路397號,(05)6991777,雲林縣東勢鄉東勢東路397號
091X53,雲林縣私立乖乖幼兒園,[649]雲林縣二崙鄉永定村14鄰永定路128號,(05)5985728,雲林縣二崙鄉永定路128號
091X54,雲林縣私立培育幼兒園,[649]雲林縣二崙鄉港後村13鄰港後路98號,(05)5983308,雲林縣二崙鄉港後路98號
091X55,雲林縣私立惠華幼兒園,[637]雲林縣崙背鄉南陽村1鄰正義路79之1號,(05)6962406,雲林縣崙背鄉正義路79之1號
091X59,財團法人天主教中華道明修女會附設雲林縣私立西光幼兒園,[648]雲林縣西螺鎮中興里13鄰中山路308號、延平路383號,(05)5862310,雲林縣西螺鎮中山路308號
091X61,財團法人天主教會嘉義教區附設雲林縣私立聖愛幼兒園,[636]雲林縣台西鄉海南村9鄰民族路30巷35之1號,(05)6982534,雲林縣台西鄉民族路30巷35之1號
091X62,雲林縣私立偉聖幼兒園,[636]雲林縣台西鄉富琦村2鄰和平路46巷13號,(05)6900115,雲林縣台西鄉和平路46巷13號
091X63,雲林縣私立海光幼兒園,[638]雲林縣麥寮鄉麥津村17鄰中興路45巷23號,(05)6934979,雲林縣麥寮鄉中興路45巷23號
091X65,雲林縣私立主心幼兒園,[638]雲林縣麥寮鄉麥豐村8鄰中山路林森巷5號之5,(05)6932712,雲林縣麥寮鄉中山路林森巷5號
091X66,雲林縣私立大立幼兒園,[638]雲林縣麥寮鄉麥豐村24鄰中正路167、175號,(05)6932855,雲林縣麥寮鄉中正路167、175號
091X68,財團法人天主教會嘉義教區附設雲林縣私立善導幼兒園,[651]雲林縣北港鎮華勝里3鄰民有路19號,(05)7825471,雲林縣北港鎮民有路19號
091X70,雲林縣私立惠幼幼兒園,[651]雲林縣北港鎮新街里33鄰公園路312號、公園路308巷1、3、5號,(05)7822289,雲林縣北港鎮公園路312號
091X77,雲林縣私立啟芳幼兒園,[655]雲林縣元長鄉長南村4鄰進化街6號,(05)7886468,雲林縣元長鄉進化街6號
091X79,雲林縣私立小太陽幼兒園,[654]雲林縣四湖鄉湖西村8鄰中正路73之1號,(05)7872799,雲林縣四湖鄉中正路73之1號
091X82,雲林縣私立正生幼兒園,[652]雲林縣水林鄉松北村4鄰蔦松路117之2號,(05)7842278,雲林縣水林鄉蔦松路117之2號
091X88,雲林縣私立達人幼兒園,[646]雲林縣古坑鄉西平村12鄰中興二路17號,(05)5821931,雲林縣古坑鄉中興二路17號
091X89,雲林縣私立正大幼兒園,[633]雲林縣土庫鎮石廟里7鄰竹圍12之1號,(05)6626939,雲林縣土庫鎮竹圍12之1號
091X93,雲林縣私立小星星幼兒園,[640]雲林縣斗六市公正里3鄰莊敬路347巷30弄47號,(05)5330045,雲林縣斗六市莊敬路347巷30弄47號
091X94,雲林縣私立人之初幼兒園,[651]雲林縣北港鎮劉厝里5鄰劉厝路20之6號,(05)7823139,雲林縣北港鎮劉厝路20之6號
091X95,雲林縣私立兒皇宮幼兒園,[640]雲林縣斗六市公誠里16鄰慶生路258號,(05)5337799,雲林縣斗六市慶生路258號
091X96,雲林縣私立承龍幼兒園,[640]雲林縣斗六市公誠里4鄰北平路177號,(05)5338138,雲林縣斗六市北平路177號
091X97,雲林縣私立中興幼兒園,[630]雲林縣斗南鎮明昌里13鄰西昌路70號,(05)5968128,雲林縣斗南鎮西昌路70號
091X98,雲林縣私立莫札特幼兒園,[640]雲林縣斗六市虎溪里8鄰西平路580巷28號之1,(05)5510616,雲林縣斗六市西平路580巷28號
091X9B,豐泰企業股份有限公司職工福利委員會附設雲林縣私立豐泰幼兒園,[640]雲林縣斗六市虎溪里19鄰虎溪路71-1號,(05)5512006,雲林縣斗六市虎溪路71-1號
091X9E,雲林縣私立聖祐幼兒園,[632]雲林縣虎尾鎮廉使里17鄰文科路1450號,(05)6329256,雲林縣虎尾鎮文科路1450號
091X9F,雲林縣私立安安幼兒園,[632]雲林縣虎尾鎮新吉里7鄰新吉76-5號,(05)6338377,雲林縣虎尾鎮新吉76-5號
091X9G,雲林縣私立上島幼兒園,[633]雲林縣土庫鎮宮北里6鄰仁和街11號,(05)6624287,雲林縣土庫鎮仁和街11號
091X9H,雲林縣私立欣欣幼兒園,[633]雲林縣土庫鎮忠正里3鄰光明路206號,(05)6621997,雲林縣土庫鎮光明路206號
091X9J,雲林縣私立西湖幼兒園,[646]雲林縣古坑鄉東和村19鄰長安路12號,(05)5263725,雲林縣古坑鄉長安路12號
091X9L,雲林縣私立傳家寶幼兒園,[640]雲林縣斗六市公誠里12鄰西安街30號,(05)5350723,雲林縣斗六市西安街30號
091X9M,雲林縣私立新奇豐幼兒園,[651]雲林縣北港鎮好收里11鄰口庄6-2、6-3、6-6號,(05)7920253,雲林縣北港鎮口庄6-2、6-3、6-6號
091X9O,雲林縣私立大屯幼兒園,[632]雲林縣虎尾鎮西屯里10鄰大屯路368號,(05)6654043,雲林縣虎尾鎮大屯路368號
091X9P,凱美電機股份有限公司職工福利委員會附設雲林縣私立凱美幼兒園,[631]雲林縣大埤鄉嘉興村15鄰豐田路51號,(05)5910488,雲林縣大埤鄉豐田路51號
091X9Q,雲林縣私立海口漁民幼兒園,[636]雲林縣台西鄉海口村18鄰中山路399巷35-1號,(05)6985456,雲林縣台西鄉中山路399巷35-1號
091X9R,雲林縣私立仁智幼兒園,[652]雲林縣水林鄉水南村3鄰東陽街20巷9、13、15號及7弄2、4、6、8號,(05)7857268,雲林縣水林鄉東陽街20巷9、13、15號
091X9S,環球學校財團法人環球科技大學附設雲林縣私立實習幼兒園,[640]雲林縣斗六市嘉東里1鄰鎮南路1221號,(05)5370988#7315,雲林縣斗六市鎮南路1221號
091X9T,雲林縣私立愛迪亞幼兒園,[640]雲林縣斗六市公正里24鄰內環路452號及456號,(05)5372278,雲林縣斗六市內環路452號
091X9W,雲林縣私立達文西幼兒園,[640]雲林縣斗六市保庄里1鄰保長路47號,(05)5343153,雲林縣斗六市保長路47號
091X9X,雲林縣私立中一幼兒園,[653]雲林縣口湖鄉口湖村5鄰文安街201號,(05)7895267,雲林縣口湖鄉文安街201號
091X9Y,雲林縣私立童心幼兒園,[632]雲林縣虎尾鎮三合里10鄰三合3之15號,(05)6362285,雲林縣虎尾鎮三合3之15號
091XA2,雲林縣私立葳尼爾幼兒園,[653]雲林縣口湖鄉下崙村21鄰漁港路115號,(05)7993300,雲林縣口湖鄉漁港路115號
091XA3,雲林縣私立婦幼幼兒園,[640]雲林縣斗六市鎮西里10鄰府文路22號,(05)5334401,雲林縣斗六市府文路22號
091XA4,雲林縣私立誠敬幼兒園,[640]雲林縣斗六市鎮南里16鄰大學路3段125巷1號,(05)5346453,雲林縣斗六市大學路3段125巷1號
091XA5,雲林縣私立愛尼爾幼兒園,[634]雲林縣褒忠鄉中勝村12鄰泰安路78號,(05)6977626,雲林縣褒忠鄉泰安路78號
091XA6,雲林縣私立妙慧幼兒園,[640]雲林縣斗六市虎溪里1鄰正義街80號,(05)5519217,雲林縣斗六市正義街80號
091XA9,雲林縣私立新文仁幼兒園,[651]雲林縣北港鎮新街里22鄰文仁路68號、68之1號,(05)7838103,雲林縣北港鎮文仁路68號
091XAA,雲林縣私立春子幼兒園,[632]雲林縣虎尾鎮平和里7鄰39號,(05)6312398,雲林縣虎尾鎮39號
091XAB,雲林縣私立明生幼兒園,[637]雲林縣崙背鄉南陽村21鄰中山路武昌巷2號、3號之8,(05)6969872,雲林縣崙背鄉中山路武昌巷2號
091XAC,雲林縣私立班米羅幼兒園,[655]雲林縣元長鄉長南村26鄰元西路74巷1號,(05)7883388,雲林縣元長鄉元西路74巷1號
091XAD,雲林縣私立丹尼兒幼兒園,[632]雲林縣虎尾鎮平和里7鄰39-1號,(05)6366699,雲林縣虎尾鎮39-1號
091XAE,雲林縣私立春民幼兒園,[632]雲林縣虎尾鎮平和里7鄰39-2號,(05)6366688,雲林縣虎尾鎮39-2號
091XAF,雲林縣私立為登幼兒園,[643]雲林縣林內鄉重興村3鄰重興路124-5號,(05)5899557,雲林縣林內鄉重興路124-5號
091XAG,雲林縣私立康橋幼兒園,[640]雲林縣斗六市三平里8鄰西平路157-1、157-2號,(05)5338976,雲林縣斗六市西平路157-1、157-2號
091XAH,雲林縣私立吉寶貝幼兒園,[638]雲林縣麥寮鄉麥豐村8鄰明德街12及14號,(05)6937598,雲林縣麥寮鄉明德街12及14號
091Y02,雲林縣私立東昇幼兒園,[648]雲林縣西螺鎮漢光里17鄰平和南路330號,(05)5878565,雲林縣西螺鎮平和南路330號
091Y06,雲林縣私立愛兒堡幼兒園,[633]雲林縣土庫鎮越港里9鄰建國路19號,(05)6627976,雲林縣土庫鎮建國路19號
091Y07,雲林縣私立哈佛幼兒園,[640]雲林縣斗六市明德里16鄰育英北街270巷88號,(05)5348967,雲林縣斗六市育英北街270巷88號
091Y09,雲林縣私立小天才幼兒園,[630]雲林縣斗南鎮新光里16鄰文安路1之2號,(05)5961512,雲林縣斗南鎮文安路1之2號
091Y10,雲林縣私立愛德堡幼兒園,[640]雲林縣斗六市鎮西里24鄰雲林路二段220號,(05)5371582,雲林縣斗六市雲林路二段220號
091Y13,雲林縣私立上智幼兒園,[632]雲林縣虎尾鎮新吉里4鄰工專路105巷2號,(05)6361651,雲林縣虎尾鎮工專路105巷2號
091Y14,雲林縣私立喬大幼兒園,[648]雲林縣西螺鎮正興里16鄰光明西路256號,(05)5867539,雲林縣西螺鎮光明西路256號
091Y15,雲林縣私立美奇幼兒園,[638]雲林縣麥寮鄉興華村7鄰忠興80號,(05)6936123,雲林縣麥寮鄉忠興80號
091Y16,雲林縣私立宏祐幼兒園,[655]雲林縣元長鄉長南村8鄰中山路9之35號、9之36號,(05)7880882,雲林縣元長鄉中山路9之35號
091Y18,雲林縣私立長和幼兒園,[640]雲林縣斗六市榴中里23鄰光復路85號,(05)5572671,雲林縣斗六市光復路85號
091Y19,雲林縣私立聖文幼兒園,[653]雲林縣口湖鄉崙東村13鄰中山路212號,(05)7993883,雲林縣口湖鄉中山路212號
091Y20,雲林縣私立維多利亞國民小學附設幼兒園,[640]雲林縣斗六市嘉東里1鄰鎮南路1110號,(05)5378899#1234,雲林縣斗六市鎮南路1110號
091Y21,雲林縣私立昇學幼兒園,[646]雲林縣古坑鄉西平村22鄰中山路395之1號,(05)5827630,雲林縣古坑鄉中山路395之1號
091Y23,雲林縣私立奧斯卡幼兒園,[651]雲林縣北港鎮新街里5鄰新德路122號,(05)7731162,雲林縣北港鎮新德路122號
091Y24,雲林縣私立紅蘋果幼兒園,[630]雲林縣斗南鎮北銘里6鄰興北路1之7號,(05)5953796,雲林縣斗南鎮興北路1之7號
091Y26,雲林縣私立大鳥幼兒園,[648]雲林縣西螺鎮漢光里3鄰西興南路51號,(05)5881678,雲林縣西螺鎮西興南路51號
091Y27,雲林縣私立小博士幼兒園,[640]雲林縣斗六市三平里8鄰南京西路8、10號,(05)5330308,雲林縣斗六市南京西路8、10號
091Y30,雲林縣私立奇豐幼兒園,[653]雲林縣口湖鄉口湖村7鄰成功路255號,(05)7892513,雲林縣口湖鄉成功路255號
091Y31,雲林縣私立童話世界幼兒園,[634]雲林縣褒忠鄉龍岩村2鄰龍岩路97之1號,(05)6975428,雲林縣褒忠鄉龍岩路97之1號
091Y32,雲林縣私立亞歷山大幼兒園,[631]雲林縣大埤鄉南和村9鄰中山路197號,(05)5910505,雲林縣大埤鄉中山路197號
094K01,雲林縣古坑鄉華山國民小學附設幼兒園,[646]雲林縣古坑鄉華山村1鄰41號,(05)5901243,雲林縣古坑鄉41號
094K02,雲林縣斗六市斗六國民小學附設幼兒園,[640]雲林縣斗六市成功里4鄰鎮東路225號,(05)5379600#223,雲林縣斗六市鎮東路225號
094K03,雲林縣北港鎮朝陽國民小學附設幼兒園,[651]雲林縣北港鎮扶朝里9鄰76號,(05)7832904#11,雲林縣北港鎮76號
094K04,雲林縣北港鎮好收國民小學附設幼兒園,[651]雲林縣北港鎮好收里2鄰20號,(05)7922254#11,雲林縣北港鎮20號
094X01,雲林縣斗六市溝壩國民小學附設幼兒園,[640]雲林縣斗六市溝埧里9鄰仁義路93號,(05)5220734#21,雲林縣斗六市仁義路93號
094X02,雲林縣斗六市林頭國民小學附設幼兒園,[640]雲林縣斗六市林頭里26鄰榮譽路177號,(05)5348187,雲林縣斗六市榮譽路177號
094X05,雲林縣斗南鎮文安國民小學附設幼兒園,[630]雲林縣斗南鎮新光里19鄰延平路一段189號,(05)5972265#215,雲林縣斗南鎮延平路一段189號
094X06,雲林縣褒忠鄉褒忠國民小學附設幼兒園,[634]雲林縣褒忠鄉埔姜村9鄰中勝路72號,(05)6972500,雲林縣褒忠鄉中勝路72號
094X07,雲林縣褒忠鄉潮厝國民小學附設幼兒園,[634]雲林縣褒忠鄉潮厝村7鄰96號,(05)6972644,雲林縣褒忠鄉96號
094X08,雲林縣東勢鄉東勢國民小學附設幼兒園,[635]雲林縣東勢鄉東南村1鄰東榮路29巷9號,(05)6991036,雲林縣東勢鄉東榮路29巷9號
094X09,雲林縣麥寮鄉豐安國民小學附設幼兒園,[638]雲林縣麥寮鄉後安村12鄰227號,(05)6932759#701,雲林縣麥寮鄉227號
094X10,雲林縣麥寮鄉麥寮國民小學附設幼兒園,[638]雲林縣麥寮鄉海豐村1鄰忠和路8號,(05)6936181,雲林縣麥寮鄉忠和路8號
094X11,雲林縣四湖鄉東光國民小學附設幼兒園,[654]雲林縣四湖鄉溪底村10鄰成功路11號,(05)7871728#15,雲林縣四湖鄉成功路11號
094X12,雲林縣口湖鄉金湖國民小學附設幼兒園,[653]雲林縣口湖鄉港東村12鄰民主路15號,(05)7971555,雲林縣口湖鄉民主路15號
094X13,雲林縣口湖鄉文光國民小學附設幼兒園,[653]雲林縣口湖鄉梧南村13鄰文光路100號,(05)7905498,雲林縣口湖鄉文光路100號
094X15,雲林縣土庫鎮土庫國民小學附設幼兒園,[633]雲林縣土庫鎮順天里3鄰中正路69號,(05)6626590,雲林縣土庫鎮中正路69號
094X16,雲林縣斗六市鎮東國民小學附設幼兒園,[640]雲林縣斗六市鎮東里8鄰文化路205號,(05)5320761#32,雲林縣斗六市文化路205號
094X17,雲林縣斗六市鎮南國民小學附設幼兒園,[640]雲林縣斗六市社口里22鄰南揚街60號,(05)5347336,雲林縣斗六市南揚街60號
094X20,雲林縣臺西鄉尚德國民小學附設幼兒園,[636]雲林縣台西鄉溪頂村1鄰12號,(05)6982074,雲林縣台西鄉12號
094X21,雲林縣北港鎮南陽國民小學附設幼兒園,[651]雲林縣北港鎮南安里14鄰光明路59號,(05)7832106#217,雲林縣北港鎮光明路59號
094X22,雲林縣四湖鄉四湖國民小學附設幼兒園,[654]雲林縣四湖鄉四湖村6鄰中山東路37號,(05)7872100#102,雲林縣四湖鄉中山東路37號
094X23,雲林縣斗六市雲林國民小學附設幼兒園,[640]雲林縣斗六市公正里9鄰莊敬路111號,(05)5361112#724,雲林縣斗六市莊敬路111號
094X25,雲林縣斗六市久安國民小學附設幼兒園,[640]雲林縣斗六市久安里13鄰久安南路120號,(05)5222724,雲林縣斗六市久安南路120號
094X30,雲林縣崙背鄉崙背國民小學附設幼兒園,[637]雲林縣崙背鄉南陽村15鄰大同路154號,(05)6962004#271,雲林縣崙背鄉大同路154號
094X31,雲林縣麥寮鄉立幼兒園,[638]雲林縣麥寮鄉麥津村18鄰中興路105號,(05)6931785,雲林縣麥寮鄉中興路105號
094X32,雲林縣斗六市立幼兒園,[640]雲林縣斗六市林頭里6鄰大學路二段281號,(05)5328751,雲林縣斗六市大學路二段281號
094X33,雲林縣斗南鎮立幼兒園,[630]雲林縣斗南鎮新崙里25鄰港墘2號,(05)5962780,雲林縣斗南鎮港墘2號
094X33-01,雲林縣斗南鎮立幼兒園靖興分班,[630]雲林縣斗南鎮靖興里2鄰靖光路5號,(05)5962782,雲林縣斗南鎮靖光路5號
094X34,雲林縣虎尾鎮立幼兒園,[632]雲林縣虎尾鎮公安里5鄰明正路13號,(05)6339531,雲林縣虎尾鎮明正路13號
094X35,雲林縣西螺鎮立幼兒園,[648]雲林縣西螺鎮正興里17鄰興農西路105巷21-1號,(05)5866221,雲林縣西螺鎮興農西路105巷21-1號
094X36,雲林縣土庫鎮立幼兒園,[633]雲林縣土庫鎮後埔里14鄰後埔242號,(05)6623211#211,雲林縣土庫鎮後埔242號
094X36-01,雲林縣土庫鎮立幼兒園新庄分班,[633]雲林縣土庫鎮新庄里10鄰新庄318號,(05)6650615,雲林縣土庫鎮新庄318號
094X36-02,雲林縣土庫鎮立幼兒園東平分班,[633]雲林縣土庫鎮東平里7鄰民生路5-3號,(05)6650610,雲林縣土庫鎮民生路5-3號
094X36-03,雲林縣土庫鎮立幼兒園南平分班,[633]雲林縣土庫鎮南平里12鄰仁愛街31號,(05)6650605,雲林縣土庫鎮仁愛街31號
094X36-04,雲林縣土庫鎮立幼兒園北平分班,[633]雲林縣土庫鎮北平里4鄰民生路94巷8號,(05)6650611,雲林縣土庫鎮民生路94巷8號
094X36-05,雲林縣土庫鎮立幼兒園崙內分班,[633]雲林縣土庫鎮崙內里8鄰果圍80號,(05)6650625,雲林縣土庫鎮果圍80號
094X36-06,雲林縣土庫鎮立幼兒園大荖分班,[633]雲林縣土庫鎮大荖里2鄰大荖47號,(05)6622714,雲林縣土庫鎮大荖47號
094X36-07,雲林縣土庫鎮立幼兒園埤腳分班,[633]雲林縣土庫鎮埤腳里4鄰埤腳55號,(05)6626643,雲林縣土庫鎮埤腳55號
094X36-08,雲林縣土庫鎮立幼兒園扶朝分班,[633]雲林縣土庫鎮埤腳里15鄰扶朝40-8號,(05)6626618,雲林縣土庫鎮扶朝40-8號
094X36-09,雲林縣土庫鎮立幼兒園秀潭分班,[633]雲林縣土庫鎮奮起里4鄰秀潭66-3號,(05)6626619,雲林縣土庫鎮秀潭66-3號
094X36-10,雲林縣土庫鎮立幼兒園興新分班,[633]雲林縣土庫鎮興新里2鄰新興44-1號,(05)6625105,雲林縣土庫鎮新興44-1號
094X36-11,雲林縣土庫鎮立幼兒園溪埔寮分班,[633]雲林縣土庫鎮溪邊里9鄰溪埔27-2號,(05)6624101,雲林縣土庫鎮溪埔27-2號
094X37,雲林縣北港鎮立幼兒園,[651]雲林縣北港鎮華勝里10鄰民治路40號,(05)7826641,雲林縣北港鎮民治路40號
094X38,雲林縣古坑鄉立幼兒園,[646]雲林縣古坑鄉古坑村19鄰中山路1號,(05)5826935,雲林縣古坑鄉中山路1號
094X38-01,雲林縣古坑鄉立幼兒園草嶺分班,[646]雲林縣古坑鄉草嶺村7鄰草嶺40-2號,(05)5831608,雲林縣古坑鄉草嶺40-2號
094X38-02,雲林縣古坑鄉立幼兒園樟湖分班,[646]雲林縣古坑鄉樟湖村2鄰樟湖28號,(05)5811372,雲林縣古坑鄉樟湖28號
094X39,雲林縣大埤鄉立幼兒園,[631]雲林縣大埤鄉豐岡村1鄰仁和路4-1號,(05)5916520,雲林縣大埤鄉仁和路4-1號
094X3A,雲林縣莿桐鄉立幼兒園,[647]雲林縣莿桐鄉莿桐村16鄰中正路163號,(05)5846018,雲林縣莿桐鄉中正路163號
094X3B,雲林縣林內鄉立幼兒園,[643]雲林縣林內鄉林中村12鄰瑞農路56之1號,(05)5893040,雲林縣林內鄉瑞農路56之1號
094X3C,雲林縣二崙鄉立幼兒園,[649]雲林縣二崙鄉永定村7鄰永定路240號,(05)5980530,雲林縣二崙鄉永定路240號
094X3D,雲林縣崙背鄉立幼兒園,[637]雲林縣崙背鄉南陽村15鄰大同路156號,(05)6963090,雲林縣崙背鄉大同路156號
094X3E,雲林縣東勢鄉立幼兒園,[635]雲林縣東勢鄉月眉村17鄰中山路9號,(05)6995213,雲林縣東勢鄉中山路9號
094X3F,雲林縣褒忠鄉立幼兒園,[634]雲林縣褒忠鄉埔姜村9鄰中勝路72-2號,(05)6975482,雲林縣褒忠鄉中勝路72-2號
094X3G,雲林縣臺西鄉立幼兒園,[636]雲林縣台西鄉五港村9鄰中央路416號,(05)6982993,雲林縣台西鄉中央路416號
094X3H,雲林縣元長鄉立幼兒園,[655]雲林縣元長鄉長南村23鄰中山路126號,(05)7882221,雲林縣元長鄉中山路126號
094X3H-01,雲林縣元長鄉立幼兒園子茂分班,[655]雲林縣元長鄉子茂村1鄰子茂14號,(05)7885943,雲林縣元長鄉子茂14號
094X3H-02,雲林縣元長鄉立幼兒園頂寮分班,[655]雲林縣元長鄉頂寮村1鄰頂寮路16-12號,(05)7886586,雲林縣元長鄉頂寮路16-12號
094X3H-03,雲林縣元長鄉立幼兒園合和分班,[655]雲林縣元長鄉合和村4鄰三房路48號,(05)7888425,雲林縣元長鄉三房路48號
094X3H-04,雲林縣元長鄉立幼兒園五塊分班,[655]雲林縣元長鄉五塊村9鄰南火路43號,(05)7882040,雲林縣元長鄉南火路43號
094X3H-05,雲林縣元長鄉立幼兒園潭西分班,[655]雲林縣元長鄉潭西村3鄰潭內路22號,(05)7885945,雲林縣元長鄉潭內路22號
094X3H-06,雲林縣元長鄉立幼兒園龍岩分班,[655]雲林縣元長鄉龍岩村12鄰龍岩路120-7號,(05)7881765,雲林縣元長鄉龍岩路120-7號
094X3H-07,雲林縣元長鄉立幼兒園瓦?分班,[655]雲林縣元長鄉瓦窯村5鄰中央路36號,(05)7891262,雲林縣元長鄉中央路36號
094X3H-08,雲林縣元長鄉立幼兒園鹿北分班,[655]雲林縣元長鄉鹿北村11鄰明鹿路79-1號,(05)7983050,雲林縣元長鄉明鹿路79-1號
094X3H-09,雲林縣元長鄉立幼兒園新吉分班,[655]雲林縣元長鄉新吉村3鄰新庄路16號,(05)7982187,雲林縣元長鄉新庄路16號
094X3H-10,雲林縣元長鄉立幼兒園內寮分班,[655]雲林縣元長鄉內寮村7鄰內寮路9號,(05)7862131,雲林縣元長鄉內寮路9號
094X3I,雲林縣四湖鄉立幼兒園,[654]雲林縣四湖鄉羊調村6鄰中洋南路10-2號,(05)7873623,雲林縣四湖鄉中洋南路10-2號
094X3J,雲林縣口湖鄉立幼兒園,[653]雲林縣口湖鄉梧南村4鄰光明路161號,(05)7907318,雲林縣口湖鄉光明路161號
094X3K,雲林縣水林鄉立幼兒園,[652]雲林縣水林鄉水北村9鄰水林路4號,(05)7855708,雲林縣水林鄉水林路4號
101X01,財團法人朴子高明寺附設嘉義縣私立高明幼兒園,[613]嘉義縣朴子市文化里15鄰山通路73號,(05)3702053,嘉義縣朴子市山通路73號
101X02,財團法人天主教會嘉義教區附設嘉義縣私立曉明幼兒園,[613]嘉義縣朴子市文化里11鄰開元路391號,(05)3798864,嘉義縣朴子市開元路391號
101X03,臺灣基督長老教會朴子教會附設嘉義縣私立東明幼兒園,[613]嘉義縣朴子市平和里8鄰光復路45號,(05)3791860,嘉義縣朴子市光復路45號
101X11,嘉義縣私立昇學幼兒園,[622]嘉義縣大林鎮平林里6鄰下潭底20-2號,(05)2652738,嘉義縣大林鎮下潭底20-2號
101X13,嘉義縣私立頭橋幼兒園,[621]嘉義縣民雄鄉金興村2鄰立德街92號,(05)2211910,嘉義縣民雄鄉立德街92號
101X15,嘉義縣私立天心幼兒園,[621]嘉義縣民雄鄉福樂村31鄰光明一街261號,(05)2216835,嘉義縣民雄鄉光明一街261號
101X17,財團法人臺灣省嘉義縣私立協同高級中學附設嘉義縣私立協同幼兒園,[621]嘉義縣民雄鄉文隆村12鄰建國路2段31號,(05)2213044,嘉義縣民雄鄉建國路2段31號
101X18,財團法人嘉義縣私立聖光幼兒園,[616]嘉義縣新港鄉大興村6鄰大興路3號,(05)3743174,嘉義縣新港鄉大興路3號
101X19,財團法人天主教會嘉義教區附設嘉義縣私立震旦幼兒園,[616]嘉義縣新港鄉宮前村13鄰古民街14號,(05)3742304,嘉義縣新港鄉古民街14號
101X20,嘉義縣私立育新幼兒園,[616]嘉義縣新港鄉宮前村23鄰中山路115-10號,(05)3741737,嘉義縣新港鄉中山路115-10號
101X23,嘉義縣私立新綠幼兒園,[611]嘉義縣鹿草鄉西井村13鄰629-1號,(05)3752771,嘉義縣鹿草鄉629-1號
101X24,嘉義縣私立小天使幼兒園,[623]嘉義縣溪口鄉溪東村18鄰民生街115巷8號,(05)2697436,嘉義縣溪口鄉民生街115巷8號
101X26,嘉義縣私立慈愛幼兒園,[608]嘉義縣水上鄉水頭村8鄰中和路312號,(05)2601759,嘉義縣水上鄉中和路312號
101X27,嘉義縣私立民生幼兒園,[608]嘉義縣水上鄉民生村23鄰忠孝街85號,(05)2351778,嘉義縣水上鄉忠孝街85號
101X33,嘉義縣私立蒜頭幼兒園,[615]嘉義縣六腳鄉蒜南村4鄰368號,(05)3803970,嘉義縣六腳鄉368號
101X38,嘉義縣私立欣欣幼兒園,[604]嘉義縣竹崎鄉灣橋村24鄰五間厝13號,(05)2791037,嘉義縣竹崎鄉五間厝13號
101X43,嘉義縣私立學英幼兒園,[604]嘉義縣竹崎鄉竹崎村25鄰中正路48巷1號,(05)2614659,嘉義縣竹崎鄉中正路48巷1號
101X46,嘉義縣私立藍天幼兒園,[613]嘉義縣朴子市安福里24鄰天星新村116號,(05)3798088,嘉義縣朴子市天星新村116號
101X50,財團法人天主教會嘉義教區附設嘉義縣私立聖嬰幼兒園,[604]嘉義縣竹崎鄉竹崎村27鄰復興路45號,(05)2614419,嘉義縣竹崎鄉復興路45號
101X51,嘉義縣私立名人幼兒園,[606]嘉義縣中埔鄉和美村21鄰永樂新村321-5號,(05)2399301,嘉義縣中埔鄉永樂新村321-5號
101X52,嘉義縣私立佳禾幼兒園,[622]嘉義縣大林鎮平林里34鄰民族路106巷8號,(05)2655919,嘉義縣大林鎮民族路106巷8號
101X53,嘉義縣私立童心幼兒園,[621]嘉義縣民雄鄉金興村16鄰集福街10巷76號,(05)2207122,嘉義縣民雄鄉集福街10巷76號
101X54,嘉義縣私立幼勝幼兒園,[608]嘉義縣水上鄉水頭村22鄰中興路59號,(05)2689959,嘉義縣水上鄉中興路59號
101X56,嘉義縣私立新港安琪兒幼兒園,[616]嘉義縣新港鄉菜公村8鄰咬仔竹200號,(05)3748112,嘉義縣新港鄉咬仔竹200號
101X57,嘉義縣私立蓁理幼兒園,[621]嘉義縣民雄鄉福樂村5鄰埤角47號,(05)2202833,嘉義縣民雄鄉埤角47號
